Date Created,Entity Type,Action Type,Entity,Target,Age (days),Uptime (%),Namespace,Region/Data Center,from,to,Resource,Risk Type,Risk Description,Est Savings(+)/Investments(-) ($/mo),ACTION STATE,Linked VM,Volume ID,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4
18/09/2022 16:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1SB0014WEB01,,READY,,,,,,
18/09/2022 12:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,14680064,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1LL0024D3RDS02,,READY,,,,,,
18/09/2022 08:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,15728640,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0267LDTBA03,,READY,,,,,,
18/09/2022 08:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2,1,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP8026P0LUM1W,,READY,,,,,,
18/09/2022 07:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,3,2,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0320LMKYD41,,READY,,,,,,
18/09/2022 05:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,50331648,44040192,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1DP8073P0SAS2L,,READY,,,,,,
18/09/2022 00:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,25165824,22020096,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0406WPISS01,,READY,,,,,,
17/09/2022 11:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,29360128,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1DP8060P0PRS0L,,READY,,,,,,
17/09/2022 07:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,15728640,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0428WSGCE08,,READY,,,,,,
17/09/2022 05:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,10485760,4194304,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NP0147LLAMX01,,READY,,,,,,
17/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,62914560,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0386WSSQL09,,READY,,,,,,
17/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,15728640,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0191WDSAD07,,READY,,,,,,
17/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,6291456,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0475WSSQL11,,READY,,,,,,
17/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,6291456,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0474WSSQL12,,READY,,,,,,
17/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,8388608,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1ND0274LSCDP02,,READY,,,,,,
16/09/2022 18:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,20971520,17825792,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0469LMTFO20,,READY,,,,,,
16/09/2022 18:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,46137344,37748736,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0468LMTBA20,,READY,,,,,,
16/09/2022 18:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0394LMAXW60,,READY,,,,,,
16/09/2022 18:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0393LMAXW61,,READY,,,,,,
16/09/2022 12:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,7340032,4194304,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0467LMTBE20,,READY,,,,,,
16/09/2022 08:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,41943040,35651584,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0398LMTFC60,,READY,,,,,,
16/09/2022 08:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,41943040,35651584,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0397LMTFC61,,READY,,,,,,
16/09/2022 08:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,62914560,52428800,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0399LMTBA61,,READY,,,,,,
16/09/2022 08:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,62914560,52428800,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0400LMTBA60,,READY,,,,,,
16/09/2022 08:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,46137344,38797312,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0402LMTBE60,,READY,,,,,,
16/09/2022 08:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,46137344,38797312,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0401LMTBE61,,READY,,,,,,
16/09/2022 06:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,3600,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1ND0179LDTBA02,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,32505856,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1UY0007SHRDH01,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,14680064,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0402WPISS03,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,31457280,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0336LPTBA01,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,25165824,22020096,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1DP8015P0RDP9W,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2097152,1048576,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1US0045VLI01,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,58720256,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1DP8061P0PRS1L,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0025WSSQL03,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,50331648,40894464,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NS0021PRLRD02,,READY,,,,,,
16/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,10485760,5242880,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0469LMTFO20,,READY,,,,,,
15/09/2022 17:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,63963136,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1UK0010RDS04,,READY,,,,,,
15/09/2022 14:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,23068672,8388608,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0468LMTBA20,,READY,,,,,,
15/09/2022 12:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,6291456,3145728,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0480LMSAD21,,READY,,,,,,
15/09/2022 12:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,31457280,13631488,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0400LMTBA60,,READY,,,,,,
15/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,25165824,23068672,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1SB0022SOL01,,READY,,,,,,
15/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,15728640,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0178W1NEO01,,READY,,,,,,
15/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,31457280,13631488,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0399LMTBA61,,READY,,,,,,
15/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,9437184,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1ND0272LSCDP02,,READY,,,,,,
14/09/2022 21:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,23068672,11534336,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0402LMTBE60,,READY,,,,,,
14/09/2022 20:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16,15,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0429LSHDP10,,READY,,,,,,
14/09/2022 11:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16,14,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0323LSTBL03,,READY,,,,,,
14/09/2022 11:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,10000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP8063P0PRS3L,,READY,,,,,,
14/09/2022 05:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0051WSXDC01,,READY,,,,,,
14/09/2022 04:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,3,2,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0394LMAXW60,,READY,,,,,,
14/09/2022 04:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0374LPSAD08,,READY,,,,,,
14/09/2022 04:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2,1,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0010WSAPV01,,READY,,,,,,
14/09/2022 01:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16,15,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0427LSHDP12,,READY,,,,,,
13/09/2022 23:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0501ASSPS01,,READY,,,,,,
13/09/2022 23:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,18500,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0242LMGIT01,,READY,,,,,,
13/09/2022 20:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1CS0003FSS02,,READY,,,,,,
13/09/2022 19:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,63963136,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1UK0011RDS03,,READY,,,,,,
13/09/2022 02:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0482LMNGX20,,READY,,,,,,
13/09/2022 02:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0481LMSAD20,,READY,,,,,,
13/09/2022 02:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,12582912,10485760,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0480LMSAD21,,READY,,,,,,
13/09/2022 02:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0480LMSAD21,,READY,,,,,,
13/09/2022 02:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0479LMSAD22,,READY,,,,,,
13/09/2022 02:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,2097152,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0479LMSAD22,,READY,,,,,,
13/09/2022 02:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,12582912,10485760,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0478LMJBS20,,READY,,,,,,
13/09/2022 02:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,12582912,10485760,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0477LMJBS21,,READY,,,,,,
13/09/2022 02:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,6291456,3145728,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0477LMJBS21,,READY,,,,,,
13/09/2022 02:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2097152,1048576,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1TE0189RH8PT1,,READY,,,,,,
13/09/2022 02:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,14680064,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0336WMISS03,,READY,,,,,,
13/09/2022 02:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2097152,1048576,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1TE0204RH8SC01,,READY,,,,,,
13/09/2022 02:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0120RAD01,,READY,,,,,,
13/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,27262976,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0184WSTDC03,,READY,,,,,,
13/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,6291456,5242880,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1SB0027RDG,,READY,,,,,,
13/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,15728640,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1LL0023D4RDS02,,READY,,,,,,
12/09/2022 21:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,63963136,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1UK0012RDS02,,READY,,,,,,
12/09/2022 20:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,28311552,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0117WSHDWS,,READY,,,,,,
12/09/2022 18:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1ND0057LSTBL01,,READY,,,,,,
12/09/2022 16:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4,3,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP5063S0PRS3L,,READY,,,,,,
12/09/2022 15:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1LL0005JSD,,READY,,,,,,
12/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,10485760,9437184,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0393LPTFO80,,READY,,,,,,
12/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,46137344,39845888,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0378LPTBE81,,READY,,,,,,
12/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ST0063SVN22,,READY,,,,,,
12/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,65011712,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0140LSNIFI1,,READY,,,,,,
11/09/2022 13:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,67108864,59768832,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0169LSTLD01,,READY,,,,,,
11/09/2022 12:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,20,19,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP8122P0UIR1W,,READY,,,,,,
11/09/2022 12:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0299WPANC01,,READY,,,,,,
11/09/2022 11:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0462LSCDP02,,READY,,,,,,
11/09/2022 11:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,3,2,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0388LPKYD81,,READY,,,,,,
11/09/2022 10:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0306ACPXY04,,READY,,,,,,
11/09/2022 10:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,10000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0016WSXSF02,,READY,,,,,,
11/09/2022 08:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1ST0032HQ1,,READY,,,,,,
11/09/2022 08:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2,1,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP5241S0GSP2W,,READY,,,,,,
11/09/2022 07:41,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1LL0036MAS03,,READY,,,,,,
11/09/2022 06:51,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1LL0026GWY,,READY,,,,,,
11/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,20971520,18874368,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0180LDTFC02,,READY,,,,,,
11/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,20971520,18874368,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0177LDTFO02,,READY,,,,,,
11/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0197L1DBS04,,READY,,,,,,
11/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0011WSXDC01,,READY,,,,,,
10/09/2022 22:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,18500,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1ST0015CDA,,READY,,,,,,
10/09/2022 17:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0041WMDIM01,,READY,,,,,,
10/09/2022 17:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4,3,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NM0015WSXSF01,,READY,,,,,,
10/09/2022 15:01,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,25165824,22020096,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0258WDISS02,,READY,,,,,,
10/09/2022 08:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,3,2,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0389LPKYD80,,READY,,,,,,
10/09/2022 08:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8000,0,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1NP0228LPCXS05,,READY,,,,,,
10/09/2022 07:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4,3,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP5151S1OCC1L,,READY,,,,,,
10/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,62914560,53477376,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0330LMTBA41,,READY,,,,,,
10/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ST0062SVN21,,READY,,,,,,
10/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0052WSDFS02,,READY,,,,,,
10/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0036WSDFS02,,READY,,,,,,
10/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,14680064,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1LL0012CDC,,READY,,,,,,
10/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,10485760,8388608,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0147L2AMX03,,READY,,,,,,
09/09/2022 09:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,20971520,18874368,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0146L2AMX02,,READY,,,,,,
09/09/2022 08:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,20971520,18874368,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0147L2AMX03,,READY,,,,,,
09/09/2022 06:21,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2,1,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP8074P0SWS2L,,READY,,,,,,
09/09/2022 01:31,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,2,1,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1DP8045P0NSP1L,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0050WSXDC02,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,29360128,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0116WSHDWS,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,4194304,3145728,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NM0005WSRPO01,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,27262976,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1NP0136LPJSD01,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,16777216,15728640,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ND0081WDAMX02,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,33554432,28311552,VMem,Efficiency Improvement,Underutilized VMem in Virtual Machine C1ST0018CDR,,READY,,,,,,
09/09/2022 01:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8,7,VCPU,Efficiency Improvement,Underutilized VCPU in Virtual Machine C1ST0005SQL01,,READY,,,,,,
09/09/2022 00:11,VirtualMachine,Resize,**REDACTED**,**REDACTED**,-,-,,**REDACTED**,8388608,7340032,Mem,Efficiency Improvement,Underutilized Mem reservation in Virtual Machine C1NM0470LMAXW20,,READY,,,,,,
